"school_code","school_name","school_address1","school_address2","school_city","school_province","school_postal_code","school_phone","school_fax","school_email","school_website","ecstaught","elementary_taught","junior_high_taught","senior_high_taught","authority_type","latitude","longitude","authority_code","authority_name","authority_address1","authority_address2","authority_city","authority_province","authority_postal_code","authority_telephone","authority_fax","authority_e_mail","authority_website","offer_school_home_education","offer_school_home_education_blended","offer_school_online","offer_school_outreach","school_updated","school_authority_code","ecs","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","total","start_year","end_year","enrollment_updated"
"2542","Sir Alexander Mackenzie School","61 Sir Winston Churchill Ave","","St. Albert","AB","T8N0G5","(780) 459-4467","(780) 459-0311","john.strembitsky@spschools.org","http://www.samem.spschools.org","0","0","0","0","Public","53.636045691476","-113.6118944397","0","St. Albert Public School District No. 5565","60 Sir Winston Churchill Ave","","St. Albert","AB","T8N0G4","(780) 460-3712","(780) 460-7686","info@spschools.org","http://www.spschools.org","0","0","0","0","2017-03-20 22:01:17","7020","-5","16","-14","7","3","19","10","0","0","0","0","0","0","36","2012","2015","2017-03-20 20:24:32"
"2543","Sir George Simpson Junior High","50 Grosvenor Boulevard","","St. Albert","AB","T8N0X6","(780) 459-4456","(780) 459-6209","pierre.rousseau@spschools.org","http://www.sgsjh.spschools.org","0","0","0","0","Public","53.621092642821","-113.62454164418","0","St. Albert Public School District No. 5565","60 Sir Winston Churchill Ave","","St. Albert","AB","T8N0G4","(780) 460-3712","(780) 460-7686","info@spschools.org","http://www.spschools.org","0","0","0","0","2017-03-20 22:01:17","7020","0","0","0","0","0","0","0","29","18","-114","96","0","0","29","2012","2015","2017-03-20 20:24:32"
"2544","Robert Rundle Elementary","50A Grosvenor Boulevard","","St. Albert","AB","T8N0X6","(780) 459-4475","(780) 460-1368","john.osgood@spschools.org","http://www.rrem.spschools.org","0","0","0","0","Public","53.621518996136","-113.62473476323","0","St. Albert Public School District No. 5565","60 Sir Winston Churchill Ave","","St. Albert","AB","T8N0G4","(780) 460-3712","(780) 460-7686","info@spschools.org","http://www.spschools.org","0","0","0","0","2017-03-20 22:01:17","7020","-10","8","-1","9","-5","15","-7","0","0","0","0","0","0","9","2012","2015","2017-03-20 20:24:32"
"2545","Lorne Akins Junior High School","4 Fairview Boulevard","","St. Albert","AB","T8N2G1","(780) 460-3728","(780) 459-2707","","http://www.lajh.spschools.org","0","0","0","0","Public","53.634228462124","-113.60776649525","0","St. Albert Public School District No. 5565","60 Sir Winston Churchill Ave","","St. Albert","AB","T8N0G4","(780) 460-3712","(780) 460-7686","info@spschools.org","http://www.spschools.org","0","0","0","0","2017-03-20 22:01:17","7020","0","0","0","0","0","0","0","19","13","-84","77","0","0","25","2012","2015","2017-03-20 20:24:32"
"2546","Ronald Harvey Elementary","15 Langley Avenue","","St. Albert","AB","T8N1S4","(780) 459-5541","(780) 460-2638","","http://www.rhem.spschools.org","0","0","0","0","Public","53.641155197565","-113.64193474736","0","St. Albert Public School District No. 5565","60 Sir Winston Churchill Ave","","St. Albert","AB","T8N0G4","(780) 460-3712","(780) 460-7686","info@spschools.org","http://www.spschools.org","0","0","0","0","2017-03-20 22:01:17","7020","-12","18","-2","17","0","6","25","0","0","0","0","0","0","52","2012","2015","2017-03-20 20:24:32"
"2550","William D Cuts School","149 Larose Drive","","St. Albert","AB","T8N2X7","(780) 458-8585","(780) 459-3688","mike.tod@spschools.org","http://www.wdcjh.spschools.org","0","0","0","0","Public","53.648041382512","-113.6444502123","0","St. Albert Public School District No. 5565","60 Sir Winston Churchill Ave","","St. Albert","AB","T8N0G4","(780) 460-3712","(780) 460-7686","info@spschools.org","http://www.spschools.org","0","0","0","0","2017-03-20 22:01:17","7020","0","0","0","0","0","0","0","35","43","-64","49","0","0","63","2012","2015","2017-03-20 20:24:32"
"2551","Wild Rose Elementary School","58 Grenfell Avenue","","St. Albert","AB","T8N2Z9","(780) 460-3737","(780) 459-1035","","http://www.wrem.spschools.org","0","0","0","0","Public","53.620194909229","-113.63621083069","0","St. Albert Public School District No. 5565","60 Sir Winston Churchill Ave","","St. Albert","AB","T8N0G4","(780) 460-3712","(780) 460-7686","info@spschools.org","http://www.spschools.org","0","0","0","0","2017-03-20 22:01:17","7020","23","16","2","0","0","-3","13","0","0","0","0","0","0","51","2012","2015","2017-03-20 20:24:32"
"2552","Elmer S Gish School","75 Akins Drive","","St. Albert","AB","T8N3A5","(780) 459-7766","(780) 459-5767","","http://www.esgjh.spschools.org","0","0","0","0","Public","53.631586","-113.586325","0","St. Albert Public School District No. 5565","60 Sir Winston Churchill Ave","","St. Albert","AB","T8N0G4","(780) 460-3712","(780) 460-7686","info@spschools.org","http://www.spschools.org","0","0","0","0","2017-03-20 22:01:17","7020","21","20","39","12","38","3","38","16","6","-19","26","0","0","200","2012","2015","2017-03-20 20:24:32"
"2554","Keenooshayo Elementary School","40 Woodlands Road","","St. Albert","AB","T8N3X3","(780) 459-3114","(780) 460-7752","michael.erickson@spschools.org","http://www.keem.spschools.org","0","0","0","0","Public","53.647987065232","-113.60286881615","0","St. Albert Public School District No. 5565","60 Sir Winston Churchill Ave","","St. Albert","AB","T8N0G4","(780) 460-3712","(780) 460-7686","info@spschools.org","http://www.spschools.org","0","0","0","0","2017-03-20 22:01:17","7020","11","30","1","3","9","10","-4","0","0","0","0","0","0","60","2012","2015","2017-03-20 20:24:32"
"2556","Bellerose Composite High School","49 Giroux Road","","St. Albert","AB","T8N6N4","(780) 460-8490","(780) 459-0798","","http://www.bchs.spschools.org","0","0","0","0","Public","53.647942548995","-113.65912632408","0","St. Albert Public School District No. 5565","60 Sir Winston Churchill Ave","","St. Albert","AB","T8N0G4","(780) 460-3712","(780) 460-7686","info@spschools.org","http://www.spschools.org","0","0","0","0","2017-03-20 22:01:17","7020","0","0","0","0","0","0","0","0","0","0","17","-4","14","27","2012","2015","2017-03-20 20:24:32"
"2557","Muriel Martin Elementary School","110 Deer Ridge Drive","","St. Albert","AB","T8N5Z3","(780) 458-0205","(780) 460-0662","","http://www.mmem.spschools.org","0","0","0","0","Public","53.656135","-113.650131","0","St. Albert Public School District No. 5565","60 Sir Winston Churchill Ave","","St. Albert","AB","T8N0G4","(780) 460-3712","(780) 460-7686","info@spschools.org","http://www.spschools.org","0","0","0","0","2017-03-20 22:01:17","7020","32","43","9","4","12","24","19","0","0","0","0","0","0","143","2012","2015","2017-03-20 20:24:32"
"2558","St. Albert Public Outreach","60 Sir Winston Churchill Ave","","St. Albert","AB","T8N0G4","(780) 458-0839","(780) 418-1648","","http://www.outreach.spschools.org","0","0","0","0","Public","53.635130993317","-113.61210192873","0","St. Albert Public School District No. 5565","60 Sir Winston Churchill Ave","","St. Albert","AB","T8N0G4","(780) 460-3712","(780) 460-7686","info@spschools.org","http://www.spschools.org","0","0","0","0","2017-03-20 22:01:17","7020","-59","0","0","0","0","0","0","0","0","1","-15","13","84","24","2012","2015","2017-03-20 20:24:32"
"2571","Notre Dame Elementary School","9717 Morinville Drive","","Morinville","AB","T8R1M1","(780) 939-4020","(780) 939-4688","","http://www.nd.gsacrd.ab.ca","0","0","0","0","Separate","53.798374945732","-113.63072113663","0","Greater St. Albert Roman Catholic Separate School District No. 734","6 St. Vital Avenue","","St. Albert","AB","T8N1K2","(780) 459-7711","(780) 458-3213","","http://www.gsacrd.ab.ca","0","0","0","0","2017-03-20 22:01:17","4077","-27","-11","-2","-5","3","0","0","0","0","0","0","0","0","-42","2012","2015","2017-03-20 20:24:33"
"2572","Georges H Primeau School","811 Grandin Drive","","Morinville","AB","T8R1L7","(780) 939-3593","(780) 939-3576","","http://www.ghp.gsacrd.ab.ca","0","0","0","0","Separate","53.808605","-113.630325","0","Greater St. Albert Roman Catholic Separate School District No. 734","6 St. Vital Avenue","","St. Albert","AB","T8N1K2","(780) 459-7711","(780) 458-3213","","http://www.gsacrd.ab.ca","0","0","0","0","2017-03-20 22:01:17","4077","0","0","0","0","0","-16","-13","-13","-11","0","0","0","0","-53","2012","2015","2017-03-20 20:24:33"
"2574","St. Gabriel Cyber School","202 Mission Hill Plaza","398 St. Albert Trail","St. Albert","AB","T8N5J9","(780) 459-6616","(780) 459-6066","","http://www.stgabe.com","0","0","0","0","Separate","53.644814920192","-113.62842142593","0","Greater St. Albert Roman Catholic Separate School District No. 734","6 St. Vital Avenue","","St. Albert","AB","T8N1K2","(780) 459-7711","(780) 458-3213","","http://www.gsacrd.ab.ca","0","0","0","0","2017-03-20 22:01:17","4077","0","0","0","0","0","0","0","0","0","-1","-26","7","-62","-82","2012","2015","2017-03-20 20:24:33"
"2575","Albert Lacombe Catholic Elementary School","50 Gainsborough Avenue","","St. Albert","AB","T8N0W5","(780) 459-4478","(780) 458-6123","","http://www.al.gsacrd.ab.ca","0","0","0","0","Separate","53.617492585712","-113.63150110185","0","Greater St. Albert Roman Catholic Separate School District No. 734","6 St. Vital Avenue","","St. Albert","AB","T8N1K2","(780) 459-7711","(780) 458-3213","","http://www.gsacrd.ab.ca","0","0","0","0","2017-03-20 22:01:17","4077","16","1","7","3","-11","-21","-8","0","0","0","0","0","0","-13","2012","2015","2017-03-20 20:24:33"
"2577","St. Albert Catholic High School","33 Malmo Drive","","St. Albert","AB","T8N1L5","(780) 459-7781","(780) 458-7912","","http://www.sachs.ab.ca","0","0","0","0","Separate","53.636946888808","-113.63744802038","0","Greater St. Albert Roman Catholic Separate School District No. 734","6 St. Vital Avenue","","St. Albert","AB","T8N1K2","(780) 459-7711","(780) 458-3213","","http://www.gsacrd.ab.ca","0","0","0","0","2017-03-20 22:01:17","4077","0","0","0","0","0","0","0","0","0","0","39","15","-12","42","2012","2015","2017-03-20 20:24:33"
"2578","Vital Grandin Catholic School","39 Sunset Boulevard","","St. Albert","AB","T8N0N6","(780) 459-7734","(780) 458-6250","","http://www.vg.gsacrd.ab.ca","0","0","0","0","Separate","53.62702233","-113.61348111639","0","Greater St. Albert Roman Catholic Separate School District No. 734","6 St. Vital Avenue","","St. Albert","AB","T8N1K2","(780) 459-7711","(780) 458-3213","","http://www.gsacrd.ab.ca","0","0","0","0","2017-03-20 22:01:17","4077","-14","10","-18","-16","-13","-11","-9","0","0","0","0","0","0","-71","2012","2015","2017-03-20 20:24:33"
"2579","Vincent J Maloney Catholic School","20 Mont Clare Place","","St. Albert","AB","T8N1K9","(780) 458-1113","(780) 458-6261","","http://www.vjm.gsacrd.ab.ca","0","0","0","0","Separate","53.638066397076","-113.63650678043","0","Greater St. Albert Roman Catholic Separate School District No. 734","6 St. Vital Avenue","","St. Albert","AB","T8N1K2","(780) 459-7711","(780) 458-3213","","http://www.gsacrd.ab.ca","0","0","0","0","2017-03-20 22:01:17","4077","0","0","0","0","0","0","0","-14","-37","-4","0","0","0","-55","2012","2015","2017-03-20 20:24:33"
"2580","Bertha Kennedy Catholic Community School","175 Larose Drive","","St. Albert","AB","T8N2G7","(780) 458-6101","(780) 458-8360","","http://www.bk.gsacrd.ab.ca","0","0","0","0","Separate","53.646386","-113.642589","0","Greater St. Albert Roman Catholic Separate School District No. 734","6 St. Vital Avenue","","St. Albert","AB","T8N1K2","(780) 459-7711","(780) 458-3213","","http://www.gsacrd.ab.ca","0","0","0","0","2017-03-20 22:01:17","4077","8","4","-6","-4","16","3","10","0","0","0","0","0","0","31","2012","2015","2017-03-20 20:24:33"
"2582","Ecole Father Jan Community School","15 Mission Avenue","","St. Albert","AB","T8N1H6","(780) 458-3300","(780) 459-5605","","http://www.efj.gsacrd.ab.ca","0","0","0","0","Separate","53.635216874821","-113.62980348095","0","Greater St. Albert Roman Catholic Separate School District No. 734","6 St. Vital Avenue","","St. Albert","AB","T8N1K2","(780) 459-7711","(780) 458-3213","","http://www.gsacrd.ab.ca","0","0","0","0","2017-03-20 22:01:17","4077","-11","-10","29","5","18","-28","-2","0","0","0","0","0","0","1","2012","2015","2017-03-20 20:24:33"
"2584","Neil M Ross Catholic School","60 Woodlands Road","","St. Albert","AB","T8N3X3","(780) 459-1244","(780) 459-8711","","","0","0","0","0","Separate","53.646687","-113.602578","0","Greater St. Albert Roman Catholic Separate School District No. 734","6 St. Vital Avenue","","St. Albert","AB","T8N1K2","(780) 459-7711","(780) 458-3213","","http://www.gsacrd.ab.ca","0","0","0","0","2017-03-20 22:01:17","4077","-4","13","-20","9","-16","16","-3","0","0","0","0","0","0","-5","2012","2015","2017-03-20 20:24:33"
"2587","Ecole Secondaire Sainte Marguerite d'Youville","51 Boudreau Road","","St. Albert","AB","T8N6B7","(780) 459-5702","(780) 460-9161","","http://www.essmy.gsacrd.ab.ca","0","0","0","0","Separate","53.640789330089","-113.59888144907","0","Greater St. Albert Roman Catholic Separate School District No. 734","6 St. Vital Avenue","","St. Albert","AB","T8N1K2","(780) 459-7711","(780) 458-3213","","http://www.gsacrd.ab.ca","0","0","0","0","2017-03-20 22:01:17","4077","0","0","0","0","0","0","0","-33","-16","2","-22","-20","-32","-121","2012","2015","2017-03-20 20:24:33"
"2588","Ecole Marie Poburan","100 Sir Winston Churchill Ave","","St. Albert","AB","T8N5Y2","(780) 458-1112","(780) 458-1137","","http://www.emp.gsacrd.ab.ca","0","0","0","0","Separate","53.641955","-113.598025","0","Greater St. Albert Roman Catholic Separate School District No. 734","6 St. Vital Avenue","","St. Albert","AB","T8N1K2","(780) 459-7711","(780) 458-3213","","http://www.gsacrd.ab.ca","0","0","0","0","2017-03-20 22:01:17","4077","7","-1","7","11","1","-7","6","0","0","0","0","0","0","24","2012","2015","2017-03-20 20:24:33"
"2589","Richard S Fowler Catholic Junior High School","65 Sir Winston Churchill Ave","","St. Albert","AB","T8N0G5","(780) 459-2644","(780) 459-0008","","","0","0","0","0","Separate","53.637746116775","-113.60771269444","0","Greater St. Albert Roman Catholic Separate School District No. 734","6 St. Vital Avenue","","St. Albert","AB","T8N1K2","(780) 459-7711","(780) 458-3213","","http://www.gsacrd.ab.ca","0","0","0","0","2017-03-20 22:01:17","4077","0","0","0","0","0","0","0","12","15","14","0","0","0","41","2012","2015","2017-03-20 20:24:33"
"2593","Morinville Christian School","10515 100 Avenue","","Morinville","AB","T8R1A2","(780) 939-2987","(780) 939-6646","mcfs@telus.net","","0","0","0","0","Private School","53.801385796301","-113.65610483069","0","The Father's House Christian Fellowship-Sturgeon County","10515 - 100 Avenue","","Morinville","AB","T8R1A2","(780) 939-2987","(780) 939-6646","mcfs@telus.net","","0","0","0","0","2017-03-20 22:01:17","9253","0","20","40","21","19","17","-8","8","-8","-21","8","-3","-44","49","2012","2015","2017-03-20 20:24:33"
"2594","Morinville Community High School","9506 - 100 Avenue","","Morinville","AB","T8R1P6","(780) 939-6891","(780) 939-6896","","http://www.mchs.gsacrd.ab.ca","0","0","0","0","Separate","53.802189","-113.636491","0","Greater St. Albert Roman Catholic Separate School District No. 734","6 St. Vital Avenue","","St. Albert","AB","T8N1K2","(780) 459-7711","(780) 458-3213","","http://www.gsacrd.ab.ca","0","0","0","0","2017-03-20 22:01:17","4077","0","0","0","0","0","0","0","0","0","-24","20","7","-11","-8","2012","2015","2017-03-20 20:24:33"
"2623","Redwater School","Box 790","","Redwater","AB","T0A2W0","(780) 942-3625","(780) 942-2021","redwater@sturgeon.ab.ca","http://www.redwaterschool.ca","0","0","0","0","Public","53.951074790036","-113.11194838269","0","Sturgeon School Division No. 24","9820 - 104 Street","","Morinville","AB","T8R1L8","","","","http://www.sturgeon.ab.ca","0","0","0","0","2017-03-20 22:01:17","1110","0","0","0","0","0","-1","-2","-12","-1","-8","3","10","-6","-17","2012","2015","2017-03-20 20:24:32"
"3000","Black Gold Home-Based School","3rd Floor, 1101 - 5 Street","","Nisku","AB","T9E7N3","","(780) 955-6050","deborah.ponich@blackgold.ca","http://www.blackgold.ca","0","0","0","0","Public","53.310256979438","-113.53234112209","0","Black Gold Regional Division No. 18","3rd Floor, 1101 - 5 Street","","Nisku","AB","T9E7N3","(780) 955-6025","","","http://www.blackgold.ca","0","0","0","0","2017-03-20 22:01:17","2245","0","4","-2","0","-1","1","-1","0","2","2","-7","-7","-11","-20","2012","2015","2017-03-20 20:24:32"
"3201","Ecole Bellevue School","5103 - 50 Avenue","","Beaumont","AB","T4X1K4","(780) 929-8663","(780) 929-2168","","http://www.blackgold.ca","0","0","0","0","Public","53.351980646242","-113.41846285383","0","Black Gold Regional Division No. 18","3rd Floor, 1101 - 5 Street","","Nisku","AB","T9E7N3","(780) 955-6025","","","http://www.blackgold.ca","0","0","0","0","2017-03-20 22:01:17","2245","-19","-37","-48","-65","10","63","60","0","0","0","0","0","0","-36","2012","2015","2017-03-20 20:24:32"
"3204","Ecole J E Lapointe School","4801 - 55 Avenue","","Beaumont","AB","T4X1K2","(780) 929-5988","(780) 929-5258","","http://www.blackgold.ca","0","0","0","0","Public","53.356415","-113.411484","0","Black Gold Regional Division No. 18","3rd Floor, 1101 - 5 Street","","Nisku","AB","T9E7N3","(780) 955-6025","","","http://www.blackgold.ca","0","0","0","0","2017-03-20 22:01:17","2245","0","0","0","0","-87","-103","-142","29","-2","162","0","0","0","-143","2012","2015","2017-03-20 20:24:32"
"3206","Calmar Secondary School","Box 30","","Calmar","AB","T0C0V0","(780) 985-3515","(780) 985-3682","","http://www.blackgold.ca","0","0","0","0","Public","53.267761097409","-113.80443804827","0","Black Gold Regional Division No. 18","3rd Floor, 1101 - 5 Street","","Nisku","AB","T9E7N3","(780) 955-6025","","","http://www.blackgold.ca","0","0","0","0","2017-03-20 22:01:17","2245","0","0","0","0","0","0","0","-10","-2","6","6","9","12","21","2012","2015","2017-03-20 20:24:32"
"3210","Caledonia Park School","3206 Coady Boulevard","","Leduc","AB","T9E7J8","(780) 986-7888","(780) 986-8066","","http://www.blackgold.ca","0","0","0","0","Public","53.245069","-113.526022","0","Black Gold Regional Division No. 18","3rd Floor, 1101 - 5 Street","","Nisku","AB","T9E7N3","(780) 955-6025","","","http://www.blackgold.ca","0","0","0","0","2017-03-20 22:01:17","2245","11","15","-6","19","8","28","8","0","23","2","0","0","0","108","2012","2015","2017-03-20 20:24:32"
"3211","Ecole Corinthia Park School","127 Corinthia Drive","","Leduc","AB","T9E7J2","(780) 986-8404","(780) 986-8508","shelly.mccubbing@blackgold.ca","http://www.blackgold.ca","0","0","0","0","Public","53.251487","-113.547246","0","Black Gold Regional Division No. 18","3rd Floor, 1101 - 5 Street","","Nisku","AB","T9E7N3","(780) 955-6025","","","http://www.blackgold.ca","0","0","0","0","2017-03-20 22:01:17","2245","0","33","12","10","15","9","18","0","0","0","0","0","0","97","2012","2015","2017-03-20 20:24:32"
